system:index,VH,VV,.geo
240,-18.79360350028611,-11.384499592822696,"{""type"":""Point"",""coordinates"":[79.18915657206207,17.019361238877202]}"
241,-23.858340254748963,-11.979619329634566,"{""type"":""Point"",""coordinates"":[79.18430373949164,17.022682864043162]}"
242,-17.577660829799825,-10.81117828436863,"{""type"":""Point"",""coordinates"":[79.22884542659584,17.06526924846442]}"
243,-29.237954755019537,-22.834848767005514,"{""type"":""Point"",""coordinates"":[79.28702848882443,17.01774619700281]}"
244,-18.268204142582206,-11.854681221829008,"{""type"":""Point"",""coordinates"":[79.28696776976287,17.104520790730646]}"
245,-15.609121175741599,-9.409155334451107,"{""type"":""Point"",""coordinates"":[79.28016907173273,17.14551100708583]}"
246,-19.71281061232682,-11.972093945311613,"{""type"":""Point"",""coordinates"":[79.32599327815132,17.04764469075798]}"
247,-23.03260297797361,-13.326650705949014,"{""type"":""Point"",""coordinates"":[79.28466539965294,17.09743857102403]}"
248,-16.44633434545847,-11.004051456811116,"{""type"":""Point"",""coordinates"":[79.17692639002874,17.078486072516153]}"
249,-17.601517384787783,-11.862088179819004,"{""type"":""Point"",""coordinates"":[79.27055432409844,17.04125305664597]}"
250,-26.31066042677994,-13.751736906528134,"{""type"":""Point"",""coordinates"":[79.27247306661141,17.14063332974678]}"
251,-18.94754156376075,-11.346640433885021,"{""type"":""Point"",""coordinates"":[79.28539404426148,17.10924045061458]}"
252,-17.347435408820257,-11.451262207854015,"{""type"":""Point"",""coordinates"":[79.28100543787745,17.0819910992721]}"
253,-19.000036523133723,-10.6713817655857,"{""type"":""Point"",""coordinates"":[79.28263602444207,17.031071113026048]}"
254,-20.10610450720101,-13.915599498857512,"{""type"":""Point"",""coordinates"":[79.34701401701747,17.04493764404195]}"
255,-20.97262933173318,-10.631690418074973,"{""type"":""Point"",""coordinates"":[79.22320334347668,17.032181761040935]}"
256,-19.71525962373603,-13.040856151656232,"{""type"":""Point"",""coordinates"":[79.2257180943817,17.060190162577523]}"
257,-20.38096848031192,-13.13154495012514,"{""type"":""Point"",""coordinates"":[79.33990039373548,17.02686931986306]}"
258,-18.182445185630595,-12.877051064184164,"{""type"":""Point"",""coordinates"":[79.2133939274575,17.084368757540595]}"
259,-17.76009567325438,-11.27990326335966,"{""type"":""Point"",""coordinates"":[79.24478479682931,17.014872568338482]}"
260,-17.89042123703534,-11.105202602402587,"{""type"":""Point"",""coordinates"":[79.28964042811089,17.03193441911809]}"
261,-17.953927342639886,-10.501953175572073,"{""type"":""Point"",""coordinates"":[79.33050908507089,17.002115934692185]}"
262,-18.940005813971077,-14.139031794051773,"{""type"":""Point"",""coordinates"":[79.22100664952526,17.06747937496655]}"
263,-18.62506700311529,-10.21131570726012,"{""type"":""Point"",""coordinates"":[79.19027580402467,17.02011643218656]}"
264,-19.169779990170753,-13.705116953016834,"{""type"":""Point"",""coordinates"":[79.28408675702273,16.987014740979923]}"
265,-19.696748140852836,-10.415257043967426,"{""type"":""Point"",""coordinates"":[79.27283901303176,17.074552472015384]}"
266,-18.498944786562976,-12.991538525323651,"{""type"":""Point"",""coordinates"":[79.19330814694804,17.09767322643605]}"
267,-23.375541949049325,-13.618294632759767,"{""type"":""Point"",""coordinates"":[79.23091932916002,17.136641155919143]}"
268,-16.318070032874022,-11.404286390711952,"{""type"":""Point"",""coordinates"":[79.26138562508736,17.126620727310407]}"
269,-18.447990160562725,-12.599113198914516,"{""type"":""Point"",""coordinates"":[79.27351331219721,16.984047765552354]}"
270,-17.191351622296324,-11.332469196362966,"{""type"":""Point"",""coordinates"":[79.18860557879694,17.03792255813126]}"
271,-21.93676474484128,-11.965530852523562,"{""type"":""Point"",""coordinates"":[79.21460737159232,17.041100170241513]}"
272,-18.456169242781876,-10.56616114940729,"{""type"":""Point"",""coordinates"":[79.3327806586434,17.004178097330346]}"
273,-17.171391701718683,-11.865405102012698,"{""type"":""Point"",""coordinates"":[79.24926301636712,17.050344267572996]}"
274,-17.823943915209156,-11.877506439098699,"{""type"":""Point"",""coordinates"":[79.28104298838743,17.09226936777649]}"
275,-15.835315978815395,-11.36725374854484,"{""type"":""Point"",""coordinates"":[79.35334772546187,17.054582543161406]}"
276,-19.815304522162002,-12.959757683103083,"{""type"":""Point"",""coordinates"":[79.28647427835999,17.021277002648482]}"
277,-26.745011483113757,-15.356865825860456,"{""type"":""Point"",""coordinates"":[79.27025239723228,17.131155462261013]}"
278,-14.13048600295193,-9.292393611392022,"{""type"":""Point"",""coordinates"":[79.2974781101621,17.131434279192398]}"
279,-18.890381042032104,-11.085176245814722,"{""type"":""Point"",""coordinates"":[79.31085966781822,17.023985719554023]}"
280,-21.067208450727207,-12.271268448470494,"{""type"":""Point"",""coordinates"":[79.20472957028895,17.112655872663336]}"
281,-20.27807308335326,-10.211605148270689,"{""type"":""Point"",""coordinates"":[79.29790921779444,17.12324900419363]}"
282,-17.187975267628556,-11.583447657459109,"{""type"":""Point"",""coordinates"":[79.25488502028055,17.142195203992703]}"
283,-17.960756517326217,-11.869081823387413,"{""type"":""Point"",""coordinates"":[79.27623760063496,17.1190080595095]}"
284,-20.65977044414914,-13.438638048762126,"{""type"":""Point"",""coordinates"":[79.25731852035598,17.14532199061926]}"
285,-18.4773187667486,-10.114059199935348,"{""type"":""Point"",""coordinates"":[79.3040738489662,16.976691243738916]}"
286,-19.60858492008788,-13.034393959241237,"{""type"":""Point"",""coordinates"":[79.24428103219606,17.039712130032065]}"
287,-20.032903341588714,-12.757705984424291,"{""type"":""Point"",""coordinates"":[79.24801219659824,17.03137404871418]}"
288,-15.28279436321505,-9.354853735129424,"{""type"":""Point"",""coordinates"":[79.35963779558331,17.051678922149392]}"
289,-14.559027868409853,-8.950178626968588,"{""type"":""Point"",""coordinates"":[79.21288848318923,17.112779830335025]}"
290,-16.29569890489158,-9.139412992911117,"{""type"":""Point"",""coordinates"":[79.27020732591231,17.1271744103409]}"
291,-17.38038910990755,-11.468052420227854,"{""type"":""Point"",""coordinates"":[79.29335961791499,17.052830674730185]}"
292,-20.091950178565526,-11.487575426394837,"{""type"":""Point"",""coordinates"":[79.22296536477528,16.998209967253022]}"
293,-20.76505191053583,-11.805960599023093,"{""type"":""Point"",""coordinates"":[79.28515243429123,17.092314345001267]}"
294,-17.885658493628917,-10.642456998165922,"{""type"":""Point"",""coordinates"":[79.22297846950285,17.055021977343536]}"
295,-17.84146892685284,-11.294046704774015,"{""type"":""Point"",""coordinates"":[79.29701216868865,17.091233439598714]}"
296,-20.22954016901139,-12.421697691539277,"{""type"":""Point"",""coordinates"":[79.25300431763829,17.064291317322645]}"
297,-19.80146927743653,-12.37120740723421,"{""type"":""Point"",""coordinates"":[79.21673398742527,17.11518422257222]}"
298,-18.65759068425756,-11.806685994647442,"{""type"":""Point"",""coordinates"":[79.26415697469834,16.985409948950497]}"
299,-23.011976089097598,-10.962831046968411,"{""type"":""Point"",""coordinates"":[79.18442649762692,17.06400127016745]}"
300,-21.586897946238363,-15.113246539747777,"{""type"":""Point"",""coordinates"":[79.23951831852871,17.135777195954468]}"
301,-22.53066711941502,-13.599949463651171,"{""type"":""Point"",""coordinates"":[79.32036623518461,17.014533283574224]}"
302,-24.125919806195423,-13.84582854392651,"{""type"":""Point"",""coordinates"":[79.24266416431504,17.1351059499639]}"
303,-18.225799770466754,-10.760916407178136,"{""type"":""Point"",""coordinates"":[79.32274738187614,16.994973828348545]}"
304,-19.9948946649678,-12.39007008833635,"{""type"":""Point"",""coordinates"":[79.25831643143984,17.035031291023824]}"
305,-18.02905966905062,-13.002720949511142,"{""type"":""Point"",""coordinates"":[79.24679499124899,17.130362423536553]}"
306,-20.138542118653522,-11.165221822071631,"{""type"":""Point"",""coordinates"":[79.22755055936634,17.07201325853316]}"
307,-22.474586889068537,-14.85026881453652,"{""type"":""Point"",""coordinates"":[79.30710672341141,17.128847772667058]}"
308,-26.62444972524949,-18.8302251850294,"{""type"":""Point"",""coordinates"":[79.32078949708315,17.085743555799876]}"
309,-20.67611957666781,-13.457866921902282,"{""type"":""Point"",""coordinates"":[79.32412689867218,17.11707023089239]}"
310,-17.082619103617546,-11.179499995745203,"{""type"":""Point"",""coordinates"":[79.3438846117665,17.018810700977582]}"
311,-32.64099751307312,-26.666040388931542,"{""type"":""Point"",""coordinates"":[79.32005835583134,17.082807139039247]}"
312,-20.05138521183564,-12.604759744211947,"{""type"":""Point"",""coordinates"":[79.21363135664069,17.027471284700077]}"
313,-17.294064254052916,-11.58559472029706,"{""type"":""Point"",""coordinates"":[79.20807067676574,17.005213199098502]}"
314,-16.712642848978913,-10.967271606692147,"{""type"":""Point"",""coordinates"":[79.30148764284081,17.111512714858122]}"
315,-18.554579899760363,-5.686487303147847,"{""type"":""Point"",""coordinates"":[79.21738291173403,16.9907112278899]}"
316,-16.979358480186523,-9.462964270893275,"{""type"":""Point"",""coordinates"":[79.28945826529133,17.07469612688996]}"
317,-17.67422022209983,-11.673802059614397,"{""type"":""Point"",""coordinates"":[79.31829567048113,17.104806001558813]}"
318,-17.77769076363689,-11.967368435157649,"{""type"":""Point"",""coordinates"":[79.20963129469348,17.068493430922093]}"
319,-18.923775848158662,-11.911330593130442,"{""type"":""Point"",""coordinates"":[79.2578676366562,17.11535003245004]}"
320,-19.06931344363539,-10.22051659119558,"{""type"":""Point"",""coordinates"":[79.25224575245876,16.985377635922504]}"
321,-17.110398969303372,-9.778348321221447,"{""type"":""Point"",""coordinates"":[79.3133149274039,17.10840997708946]}"
322,-17.85995047336582,-11.698062137581912,"{""type"":""Point"",""coordinates"":[79.28426395079047,17.086151422529003]}"
323,-16.732886928900403,-9.56780380137524,"{""type"":""Point"",""coordinates"":[79.25426670981219,17.115685704863584]}"
324,-17.630653272989452,-12.513276190301061,"{""type"":""Point"",""coordinates"":[79.20330272656842,17.10042032320757]}"
325,-20.973482019266484,-11.118855764259026,"{""type"":""Point"",""coordinates"":[79.1763993552471,17.05340521399652]}"
326,-17.67894660821287,-11.085283011210556,"{""type"":""Point"",""coordinates"":[79.32439002330095,17.054578080000784]}"
327,-17.14572626536696,-11.874707877327674,"{""type"":""Point"",""coordinates"":[79.2047978556402,17.004274135877353]}"
328,-15.204546516746507,-8.594341296855955,"{""type"":""Point"",""coordinates"":[79.2164443787731,16.993004318004026]}"
329,-17.368512963099995,-4.59423630731155,"{""type"":""Point"",""coordinates"":[79.2467091045948,17.090623616882823]}"
330,-20.092708738784886,-13.340863582007332,"{""type"":""Point"",""coordinates"":[79.2140609731386,17.095934178438803]}"
331,-19.350462330188886,-12.87913235432707,"{""type"":""Point"",""coordinates"":[79.21084782820928,17.030183938179572]}"
332,-18.62306168712535,-11.992737782508984,"{""type"":""Point"",""coordinates"":[79.29227928091042,17.0661351573007]}"
333,-19.90942053096175,-12.64690772554006,"{""type"":""Point"",""coordinates"":[79.31241512339882,17.05155427192046]}"
334,-19.159564207881242,-11.37549590146913,"{""type"":""Point"",""coordinates"":[79.32711592115132,17.05558759384175]}"
335,-17.507887311714892,-11.159868016461203,"{""type"":""Point"",""coordinates"":[79.22463254768431,17.119645105827924]}"
336,-20.272691432364592,-11.174812146035542,"{""type"":""Point"",""coordinates"":[79.21398074959502,17.002122190301755]}"
337,-17.518573992246594,-10.007324394945226,"{""type"":""Point"",""coordinates"":[79.32366477534907,17.05096082807034]}"
338,-15.43786675764379,-7.826127686871944,"{""type"":""Point"",""coordinates"":[79.2977842768657,17.118324757914248]}"
339,-18.812871445575322,-11.087173234779723,"{""type"":""Point"",""coordinates"":[79.34811937846061,17.05569283237797]}"
340,-33.51108358511893,-25.352950752967224,"{""type"":""Point"",""coordinates"":[79.30160338220654,17.098501862536168]}"
341,-22.514872713242184,-15.390476723998482,"{""type"":""Point"",""coordinates"":[79.27082052290547,17.144953948559337]}"
342,-14.157448522579578,-5.80813717281182,"{""type"":""Point"",""coordinates"":[79.27303827735804,17.053945552004077]}"
343,-19.07969943305174,-12.899973800377042,"{""type"":""Point"",""coordinates"":[79.27725514126804,17.10881238055984]}"
344,-19.724840196131726,-12.222486119121792,"{""type"":""Point"",""coordinates"":[79.22602479733494,16.983572223258694]}"
345,-16.129139378199415,-11.770439296224913,"{""type"":""Point"",""coordinates"":[79.35452622352953,17.042619845956583]}"
346,-18.707029252825674,-11.310086609176903,"{""type"":""Point"",""coordinates"":[79.2316582047591,17.10101838006492]}"
347,-16.64846584537934,-3.5281952424764214,"{""type"":""Point"",""coordinates"":[79.28545397856502,17.07501705172003]}"
348,-16.81737392290202,-13.051730316843937,"{""type"":""Point"",""coordinates"":[79.18423314037359,17.077779871303296]}"
349,-17.644430383769713,-11.005314808174912,"{""type"":""Point"",""coordinates"":[79.30478058588216,17.052561624156894]}"
350,-17.96201566869358,-10.168392715548983,"{""type"":""Point"",""coordinates"":[79.28045582666223,16.976832206124335]}"
351,-16.130713880553746,-9.996919627016,"{""type"":""Point"",""coordinates"":[79.32575141820126,17.12328226090067]}"
352,-19.313503309610397,-12.511509262173199,"{""type"":""Point"",""coordinates"":[79.32714279003106,17.034903444527913]}"
353,-18.17860684809918,-10.155993100315957,"{""type"":""Point"",""coordinates"":[79.29556141791475,17.0015367277966]}"
354,-19.988912417815538,-10.53794957595684,"{""type"":""Point"",""coordinates"":[79.19971477778616,17.018078482706013]}"
355,-14.559010766363132,-11.27397021750779,"{""type"":""Point"",""coordinates"":[79.28852160773224,17.045818012013797]}"
356,-16.485018245236315,-10.374006117730673,"{""type"":""Point"",""coordinates"":[79.32952527358583,17.01273859910684]}"
357,-14.477825649900801,-6.866986177625054,"{""type"":""Point"",""coordinates"":[79.26037257120831,17.043996123709288]}"
358,-16.86102535380362,-11.294499620386976,"{""type"":""Point"",""coordinates"":[79.34306601293345,17.08931065209295]}"
359,-17.888413532912903,-11.494376519989531,"{""type"":""Point"",""coordinates"":[79.25623364388609,17.08647682065517]}"
360,-18.879059725430718,-13.46578022908552,"{""type"":""Point"",""coordinates"":[79.29892153272895,16.99222298026733]}"
361,-18.560068594795823,-10.75692639047611,"{""type"":""Point"",""coordinates"":[79.2829031188562,16.996271459639054]}"
362,-18.625404456276517,-13.627087770649094,"{""type"":""Point"",""coordinates"":[79.22991389964204,17.11063232413489]}"
363,-17.055275309629828,-10.634872199768566,"{""type"":""Point"",""coordinates"":[79.29155867803894,17.098672304005728]}"
364,-18.32460067013114,-12.235187527783182,"{""type"":""Point"",""coordinates"":[79.2852875498242,17.138011226045386]}"
365,-19.415423852661384,-15.20271788732266,"{""type"":""Point"",""coordinates"":[79.20329184063823,17.068205975722595]}"
366,-19.06250545848023,-11.46816947934094,"{""type"":""Point"",""coordinates"":[79.34589219212899,17.03518409813369]}"
367,-20.533244986317793,-11.299648915957965,"{""type"":""Point"",""coordinates"":[79.26798557884385,17.130902082482095]}"
368,-14.954475081252687,-10.085468654703574,"{""type"":""Point"",""coordinates"":[79.31936915416401,17.09715952833247]}"
369,-14.867223475259749,-3.8075099915034425,"{""type"":""Point"",""coordinates"":[79.25825129409355,17.065413844714698]}"
370,-19.941837252579045,-12.145761745103679,"{""type"":""Point"",""coordinates"":[79.19838841947788,17.015491220070466]}"
371,-18.26124434600555,-12.703768770506922,"{""type"":""Point"",""coordinates"":[79.23728534635016,17.114736350661104]}"
372,-18.60977888049033,-9.896743334393157,"{""type"":""Point"",""coordinates"":[79.29550816587248,17.061641202427523]}"
373,-18.39172716321712,-10.823354752340034,"{""type"":""Point"",""coordinates"":[79.26394690920203,17.10278849605329]}"
374,-17.975789474782882,-10.427247599467835,"{""type"":""Point"",""coordinates"":[79.33145419883608,17.001319054189995]}"
375,-15.350708783524832,-10.77112430602071,"{""type"":""Point"",""coordinates"":[79.30133254729496,17.132053787082924]}"
376,-18.16974810909362,-8.036032196591623,"{""type"":""Point"",""coordinates"":[79.28590677326234,17.050963772285584]}"
377,-13.934018148413603,-8.275058523295144,"{""type"":""Point"",""coordinates"":[79.27189246335516,17.057165713957627]}"
378,-18.79044016742708,-9.1142182126301,"{""type"":""Point"",""coordinates"":[79.23152491277278,17.07460861120151]}"
379,-16.930402439268942,-4.826087473749875,"{""type"":""Point"",""coordinates"":[79.27333282559555,17.06819709367715]}"
380,-19.130225100749556,-11.670676253999533,"{""type"":""Point"",""coordinates"":[79.1983938186431,17.07416104429675]}"
381,-17.137181282422254,-10.599669522268753,"{""type"":""Point"",""coordinates"":[79.2637303721433,17.10373580831236]}"
382,-19.843834010949664,-12.253728597289486,"{""type"":""Point"",""coordinates"":[79.19721123690528,17.018242713120777]}"
383,-24.001673328315416,-13.360334358964517,"{""type"":""Point"",""coordinates"":[79.34472023686467,17.105789191670446]}"
384,-15.462278359840393,-3.939812387301757,"{""type"":""Point"",""coordinates"":[79.27074049306584,17.084149785126293]}"
385,-18.196816367460734,-12.762093410180476,"{""type"":""Point"",""coordinates"":[79.2162750525755,17.00990187035808]}"
386,-21.582187387498124,-13.366862213434466,"{""type"":""Point"",""coordinates"":[79.27103338891075,17.0298689557816]}"
387,-18.35311222834095,-13.238069304971571,"{""type"":""Point"",""coordinates"":[79.20609075248291,17.055400220915644]}"
388,-16.703572721600096,-11.08736733156266,"{""type"":""Point"",""coordinates"":[79.24923739928217,16.983983858145475]}"
389,-17.778510866117408,-10.44688261998038,"{""type"":""Point"",""coordinates"":[79.27043488608666,17.0396708037369]}"
390,-17.29496107590005,-9.657997495652712,"{""type"":""Point"",""coordinates"":[79.23338978491594,17.120044431363258]}"
391,-20.877640176102148,-11.08820449930435,"{""type"":""Point"",""coordinates"":[79.34169216638401,17.101411059133433]}"
392,-19.192472043531687,-11.5597639817533,"{""type"":""Point"",""coordinates"":[79.24051189335052,17.005585704682563]}"
393,-15.528817683086835,-10.15613665741883,"{""type"":""Point"",""coordinates"":[79.2728286928039,17.037255035602005]}"
394,-19.892178041803092,-13.624055981589338,"{""type"":""Point"",""coordinates"":[79.24004897541057,17.118777622459362]}"
395,-19.252260125220573,-11.722499869506034,"{""type"":""Point"",""coordinates"":[79.21479073804673,16.98840682178127]}"
396,-16.978530564244934,-12.8410904189384,"{""type"":""Point"",""coordinates"":[79.20517030351773,17.048148528854462]}"
397,-18.508541487026044,-10.435329245037563,"{""type"":""Point"",""coordinates"":[79.29890138286443,17.118744083149895]}"
398,-19.249992000897024,-13.128462918342972,"{""type"":""Point"",""coordinates"":[79.32826852603128,17.11829307022628]}"
399,-23.920771329829815,-16.856022210846202,"{""type"":""Point"",""coordinates"":[79.24000361069938,17.042225626940887]}"
400,-16.529037408672828,-3.8710702932247196,"{""type"":""Point"",""coordinates"":[79.31510412375545,16.99968356357573]}"
401,-18.74729786221241,-11.21023693270125,"{""type"":""Point"",""coordinates"":[79.24168121992547,16.999885262782943]}"
402,-18.14858016683964,-10.4428920370218,"{""type"":""Point"",""coordinates"":[79.32147962997428,17.125675555539566]}"
403,-21.43824481761683,-12.869396133673325,"{""type"":""Point"",""coordinates"":[79.31557828343882,17.017016260559465]}"
404,-19.977847742355646,-10.717565878396051,"{""type"":""Point"",""coordinates"":[79.24016911844687,17.029825043741006]}"
405,-19.061139992969387,-11.346884867234014,"{""type"":""Point"",""coordinates"":[79.32600766038897,17.094832669642944]}"
406,-19.02974867935075,-14.439054194336688,"{""type"":""Point"",""coordinates"":[79.27967784825113,17.077455959449992]}"
407,-19.740753704948965,-11.326449898924647,"{""type"":""Point"",""coordinates"":[79.2263771107415,17.105649629589138]}"
408,-18.44965044523011,-12.535129551537615,"{""type"":""Point"",""coordinates"":[79.31072195108366,17.040063386977817]}"
409,-20.112661423259905,-12.152311816182737,"{""type"":""Point"",""coordinates"":[79.21117577648731,17.10603840218425]}"
410,-20.923153556410817,-13.356422631181688,"{""type"":""Point"",""coordinates"":[79.17418156643082,17.0516448961384]}"
411,-17.73974500979535,-11.154572722623207,"{""type"":""Point"",""coordinates"":[79.2333963329505,17.099980089361015]}"
412,-21.17094438693293,-14.040930969851516,"{""type"":""Point"",""coordinates"":[79.31986546542296,17.090896786124965]}"
413,-20.04744969980687,-13.426073290887754,"{""type"":""Point"",""coordinates"":[79.21383588622025,17.0582618020301]}"
414,-15.410258120539691,-11.438942076834026,"{""type"":""Point"",""coordinates"":[79.35628258879849,17.066891844639255]}"
415,-18.583739686008187,-11.080310198364485,"{""type"":""Point"",""coordinates"":[79.30411307450663,17.051774403347288]}"
416,-19.51466914603104,-12.781188896569445,"{""type"":""Point"",""coordinates"":[79.20494320655607,17.02282382475108]}"
417,-24.37546032766159,-16.01206037939994,"{""type"":""Point"",""coordinates"":[79.25795775018393,17.093399356090824]}"
418,-17.483067562848035,-9.75573381719421,"{""type"":""Point"",""coordinates"":[79.19654171654079,17.028843334260852]}"
419,-18.820993909209783,-10.249807239898637,"{""type"":""Point"",""coordinates"":[79.17913830379607,17.071280314928117]}"
420,-16.15797756022181,-9.287047418163624,"{""type"":""Point"",""coordinates"":[79.3480525247672,17.095550409152086]}"
421,-17.995477383860614,-11.349379844791486,"{""type"":""Point"",""coordinates"":[79.22151189081883,17.133050027675875]}"
422,-19.786944666083215,-15.931343765016141,"{""type"":""Point"",""coordinates"":[79.20025822374906,17.035519296515865]}"
423,-15.74268846165458,-6.247806311008417,"{""type"":""Point"",""coordinates"":[79.2671876616029,17.051643613693663]}"
424,-31.398473616767703,-23.20491168092864,"{""type"":""Point"",""coordinates"":[79.31401192181495,17.104411069989624]}"
425,-16.97763423672467,-8.860978342216736,"{""type"":""Point"",""coordinates"":[79.30392400446662,16.9942344745608]}"
426,-20.12541450445845,-12.161343605700822,"{""type"":""Point"",""coordinates"":[79.18750278778978,17.013064059561888]}"
427,-14.796653159204126,-10.074098359243012,"{""type"":""Point"",""coordinates"":[79.31127615096943,17.030057598859905]}"
428,-17.16026673990393,-10.190939308850224,"{""type"":""Point"",""coordinates"":[79.33047285851754,17.0739830177898]}"
429,-16.115782578016976,-11.879950612298193,"{""type"":""Point"",""coordinates"":[79.22772984329768,17.03686932263906]}"
430,-18.487860463249184,-11.569194094797904,"{""type"":""Point"",""coordinates"":[79.25321080513619,17.122344789464794]}"
431,-17.376996147461504,-11.288560545006384,"{""type"":""Point"",""coordinates"":[79.33004974177072,17.00413227712918]}"
432,-20.227310560251823,-14.5851174159609,"{""type"":""Point"",""coordinates"":[79.29437124750679,17.138381593774948]}"
433,-18.177408794055015,-10.985830478455876,"{""type"":""Point"",""coordinates"":[79.21390919231979,16.98583847859806]}"
434,-17.49262911908265,-11.096934119867129,"{""type"":""Point"",""coordinates"":[79.20684193683337,17.0203041565514]}"
435,-20.328134988584154,-12.086274154452257,"{""type"":""Point"",""coordinates"":[79.294556424506,16.983934702637058]}"
436,-19.46880131321667,-9.136298473119576,"{""type"":""Point"",""coordinates"":[79.27747172542209,17.021902141642713]}"
437,-17.760200479937915,-11.304727417525315,"{""type"":""Point"",""coordinates"":[79.26102828115413,17.001128503550184]}"
438,-18.432090743165556,-11.791690701389188,"{""type"":""Point"",""coordinates"":[79.28123673307822,16.97216378199159]}"
439,-12.019390870762596,-3.962440336237444,"{""type"":""Point"",""coordinates"":[79.27232416060508,17.10053281689692]}"
440,-20.702676770985207,-15.457348669824905,"{""type"":""Point"",""coordinates"":[79.24876694372297,17.144538178827876]}"
441,-13.91859378999962,-8.336265032184924,"{""type"":""Point"",""coordinates"":[79.27329757311122,16.99051239099425]}"
442,-20.028736570914237,-9.885962487054602,"{""type"":""Point"",""coordinates"":[79.27095236599422,17.00319753643476]}"
443,-19.029644840672887,-10.772530804404921,"{""type"":""Point"",""coordinates"":[79.26075282452491,16.997640863507176]}"
444,-23.406029832293722,-15.227033590420046,"{""type"":""Point"",""coordinates"":[79.24556541515852,17.033803980725853]}"
445,-16.753094054502863,-5.806855558340325,"{""type"":""Point"",""coordinates"":[79.34449249599105,17.04237369824981]}"
446,-14.68986256546317,-11.940961427287382,"{""type"":""Point"",""coordinates"":[79.19974915432627,17.067828217325495]}"
447,-18.575694047035842,-10.703781787416561,"{""type"":""Point"",""coordinates"":[79.19951188913575,17.075326244124756]}"
448,-23.640992219707947,-16.66586328772102,"{""type"":""Point"",""coordinates"":[79.2444289994274,17.0424252011775]}"
449,-21.58719376456321,-14.74706245948741,"{""type"":""Point"",""coordinates"":[79.30899487716346,17.107852376155403]}"
450,-19.205477062231786,-11.299820009627776,"{""type"":""Point"",""coordinates"":[79.21981347441897,17.051926859205356]}"
451,-16.952844883044556,-8.161766241859363,"{""type"":""Point"",""coordinates"":[79.27239288014351,17.0720704359031]}"
452,-13.939969743492785,-6.099515906777713,"{""type"":""Point"",""coordinates"":[79.2973700486831,17.006553508372548]}"
453,-19.910713262080215,-11.820816358226757,"{""type"":""Point"",""coordinates"":[79.28321104987495,16.997464414883343]}"
454,-16.297332562592185,-10.143603702637664,"{""type"":""Point"",""coordinates"":[79.31757952473997,17.020909117414313]}"
455,-16.252693217410933,-12.081215125454234,"{""type"":""Point"",""coordinates"":[79.26162751247263,16.999746826517434]}"
456,-24.02096565213181,-17.527941707967425,"{""type"":""Point"",""coordinates"":[79.34709825755058,17.018466542332888]}"
457,-19.495353131164872,-14.112165919857482,"{""type"":""Point"",""coordinates"":[79.21782503194906,17.122253032237847]}"
458,-18.158149494296083,-10.738511755422845,"{""type"":""Point"",""coordinates"":[79.21845598212217,17.022386075415085]}"
459,-17.80499094106443,-11.77050691021085,"{""type"":""Point"",""coordinates"":[79.23282598811154,17.01115084588172]}"
460,-20.962282404093635,-10.208202378898326,"{""type"":""Point"",""coordinates"":[79.27848060294221,17.138039968358548]}"
461,-17.647595117167022,-10.802533802461253,"{""type"":""Point"",""coordinates"":[79.304487531035,17.055031658699285]}"
462,-18.50138049936273,-12.737035410136752,"{""type"":""Point"",""coordinates"":[79.22309983014802,17.0783643452483]}"
463,-11.975899886663283,-7.1481158022361875,"{""type"":""Point"",""coordinates"":[79.26848505428597,17.050265469433263]}"
464,-14.701228965259396,-9.160878892183618,"{""type"":""Point"",""coordinates"":[79.27991281739307,17.114005919880736]}"
465,-18.945259256267615,-9.32029138367166,"{""type"":""Point"",""coordinates"":[79.33562265006776,17.074536435132906]}"
466,-16.92048467468847,-11.037333342992856,"{""type"":""Point"",""coordinates"":[79.27641571659426,17.08468085753289]}"
467,-20.261599691878462,-10.594258128434895,"{""type"":""Point"",""coordinates"":[79.2314429427968,17.11213190275357]}"
468,-19.00270817243927,-12.745987919993878,"{""type"":""Point"",""coordinates"":[79.35605649569393,17.05875546999659]}"
469,-17.72430352071788,-10.695366476684825,"{""type"":""Point"",""coordinates"":[79.29530412411103,17.004512549703215]}"
470,-17.062042698797075,-10.026720896392456,"{""type"":""Point"",""coordinates"":[79.2612736525294,16.97861632866082]}"
471,-15.521944800176122,-10.328935773765586,"{""type"":""Point"",""coordinates"":[79.34511314366462,17.053208489153683]}"
472,-20.915876304150988,-12.14192116392307,"{""type"":""Point"",""coordinates"":[79.29173672048071,17.08736747773293]}"
473,-21.780088025563778,-11.701167509888244,"{""type"":""Point"",""coordinates"":[79.32403468671836,17.006752099579966]}"
474,-20.437849995136467,-11.786890270576972,"{""type"":""Point"",""coordinates"":[79.26451808829383,17.127350954395595]}"
475,-17.33515005459442,-11.13770316434288,"{""type"":""Point"",""coordinates"":[79.27693445873881,17.015415356468754]}"
476,-17.480890826927823,-12.244419007425085,"{""type"":""Point"",""coordinates"":[79.29463623642232,16.994527816544977]}"
477,-17.78718938130106,-11.784692129861053,"{""type"":""Point"",""coordinates"":[79.34655099573682,17.042115627387442]}"
478,-17.650211632658618,-12.302433771943262,"{""type"":""Point"",""coordinates"":[79.27655252491225,16.99126265081095]}"
479,-17.714289868860234,-12.354992724597453,"{""type"":""Point"",""coordinates"":[79.2849731152973,17.10502478965837]}"
480,-21.197113554325952,-13.361548419017552,"{""type"":""Point"",""coordinates"":[79.23749214783969,17.031089067940208]}"
